기준,BUDAT_NM,날짜1,날짜2,날짜수식전환,월주,주,요일,월,COURSE_CD,local_code,PK_CUST_CD,CUST_NM,지역,주소,구,X,Y,ITEM_CD,ITEM_NM,QCT_NO,STD_PACK_QTY,총량,BOX,낱개,TRP_TYP,TRP_CUST_CD,수제구분,CBM
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-4,1000366,중앙약국,경기,경기 연천군 연천읍 차탄 62-8,연천군,127.0748474,38.09935214,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-4,1000366,중앙약국,경기,경기 연천군 연천읍 차탄 62-8,연천군,127.0748474,38.09935214,5001796,부채표가을생강쌍화 100ml,K046,100,300,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-12,1000388,대광약국,경기,"경기 의정부시 충의로 52, 1층(용현동)",의정부,127.0878225,37.73663669,5000012,부채표쌍화탕 100ML,K044,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-455,1000439,청수약국,서울,서울 성북구 정릉동 779-3,성북구,127.0027627,37.61729218,5000012,부채표쌍화탕 100ML,K044,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,양주-13,1001200,프라자약국,경기,경기 양주시 덕정동 2-7 황금프라자 1층,양주시,127.0745986,37.84768864,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-289,1002232,신보명약국,서울,서울 동대문구 장안1동 424-9,동대문,127.0644643,37.56504129,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,양주-1,1002235,녹십자약국,경기,경기 양주시 백석읍 양주산성로 548,양주시,126.9933165,37.78677459,5000012,부채표쌍화탕 100ML,K044,100,300,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,포천-3,1002344,내촌약국,경기,경기 포천시 내촌면 내리 389-20,포천시,127.2270543,37.78530814,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-59,1002485,바우약국,서울,서울 강북구 수유4동 279-131,강북구,127.022584,37.63770115,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-230,1002537,나현약국,서울,서울 노원구 상계2동 176-103,노원구,127.0696036,37.65644028,5002173,황제골드 100ML,K013,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-451,1002574,자산약국,서울,서울 성북구 하월곡동 51-30,성북구,127.0393468,37.60434542,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-451,1002574,자산약국,서울,서울 성북구 하월곡동 51-30,성북구,127.0393468,37.60434542,5001796,부채표가을생강쌍화 100ml,K046,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-458,1002982,해오름약국,서울,서울 성북구 정릉1동 239 풍림아이원아파트주단지상가내 211호,성북구,127.0072787,37.61857609,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-7,1003274,길약국,경기,경기 의정부시 의정부동 234-27 한진그랑빌제 1층 101,의정부,127.0453516,37.74940822,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,양주-15,1004771,한사랑약국,경기,경기 양주시 장흥면 부곡리 579,양주시,126.9733383,37.7191953,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,양주-15,1004771,한사랑약국,경기,경기 양주시 장흥면 부곡리 579,양주시,126.9733383,37.7191953,5000012,부채표쌍화탕 100ML,K044,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,양주-9,1005921,우리들약국,경기,경기 양주시 광적면 가납리 738-42 수국빌딩 1층,양주시,126.9846286,37.8243639,5000039,부채표쌍화천 100ML,K137,100,300,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-25,1008835,유한약국,경기,경기 의정부시 가능로 99(가능동),의정부,127.0422047,37.74700211,5000012,부채표쌍화탕 100ML,K044,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-3,1008952,굿모닝약국,경기,경기 의정부시 의정부동 237-2,의정부,127.0452035,37.74676248,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-11,1009014,다사랑약국,경기,경기 의정부시 신곡동 451-1,의정부,127.0623123,37.73603512,5000012,부채표쌍화탕 100ML,K044,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,가평-1,1009023,가평중앙약국,경기,"경기 가평군 가평읍 연인1길 1 (읍내리, 임내과의원)1층,1호",가평군,127.513692,37.829369,5000004,까스활명수큐액 75ML(50),K101,120,1200,10,0,Y,고려택배,X,0.27
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-249,1009122,오피앙약국,서울,서울 노원구 상계동 1258번지 1층 10-1호,노원구,127.0548611,37.68026064,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-5,1009155,학담약국,경기,경기 연천군 창산면 초성리 214-5,연천군,127.0268198,38.08507414,5000012,부채표쌍화탕 100ML,K044,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-5,1009155,학담약국,경기,경기 연천군 창산면 초성리 214-5,연천군,127.0268198,38.08507414,5000039,부채표쌍화천 100ML,K137,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-5,1009155,학담약국,경기,경기 연천군 창산면 초성리 214-5,연천군,127.0268198,38.08507414,5000070,비타천플러스 100ML,K081,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-5,1009155,학담약국,경기,경기 연천군 창산면 초성리 214-5,연천군,127.0268198,38.08507414,5001796,부채표가을생강쌍화 100ml,K046,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-646,1009651,먹골온누리약국,서울,"서울 중랑구 공릉로 59 (묵동, 1층)",중랑구,127.079103,37.61602279,5000070,비타천플러스 100ML,K081,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-651,1010262,온누리사랑약국,서울,서울 중랑구 면목동 17-18,중랑구,127.0975553,37.59026892,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-651,1010262,온누리사랑약국,서울,서울 중랑구 면목동 17-18,중랑구,127.0975553,37.59026892,5002173,황제골드 100ML,K013,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,포천-5,1011655,동한당약국,경기,경기 포천시 신읍동 193-1,포천시,127.2043982,37.89833146,5000039,부채표쌍화천 100ML,K137,100,1000,10,0,Y,고려택배,X,0.27
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,포천-2,1011656,광장약국,경기,경기 포천시 일동면 기산리 90-41,포천시,127.3172198,37.95743677,5000012,부채표쌍화탕 100ML,K044,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-241,1013244,상계동문약국,서울,"서울 노원구 동일로 1352 (상계동,형인빌딩1층)",노원구,127.0623081,37.649414,5000012,부채표쌍화탕 100ML,K044,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-1,1014067,동서약국,경기,경기 연천군 전곡읍 전곡1리 (8반),연천군,127.0687473,38.02188451,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-37,1014448,고덕약국,서울,"서울 강동구 고덕로 353, 1동2층 208호(고덕동, 고덕그라시움아파트)",강동구,127.1645102,37.55713463,5000004,까스활명수큐액 75ML(50),K101,120,240,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-37,1014448,고덕약국,서울,"서울 강동구 고덕로 353, 1동2층 208호(고덕동, 고덕그라시움아파트)",강동구,127.1645102,37.55713463,5000070,비타천플러스 100ML,K081,100,100,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-6,1014747,기분좋은약국,경기,경기 의정부시 호원동 377-10 1층,의정부,127.0390323,37.72835964,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-18,1014799,마트온누리약국,경기,경기 남양주시 와부읍 덕소리 501-3,남양주,127.2145377,37.58468711,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,연천-7,1024136,희망약국,경기,경기 연천군 전곡읍 전곡로 148,연천군,127.0688336,38.02537475,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-54,1025759,해림온누리약국,경기,"경기 남양주시 금곡로 13, 1층 1호(금곡동)",남양주,127.2046539,37.63374748,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-271,1026692,쌍문상록수약국,서울,"서울 도봉구 해등로26길 7 115(쌍문동, 우진상가1층115호~116호)",도봉구,127.0326044,37.65843239,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-650,1026859,신용약국,서울,서울 중랑구 중화동 323-89,중랑구,127.072399,37.5954648,5000012,부채표쌍화탕 100ML,K044,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-269,1026961,부부약국,서울,서울 도봉구 도봉동 574-37,도봉구,127.0435056,37.68455268,5000012,부채표쌍화탕 100ML,K044,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-272,1043442,월드중앙약국,서울,서울 도봉구 방학동 720-33 도봉월드상가 104-2,도봉구,127.0470463,37.66801706,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-29,1044447,새롬약국,경기,경기 남양주시 진접읍 해밀예당1로 298 (금곡리),남양주,127.2081868,37.72478762,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,파주-7,1044519,메디온누리약국,경기,"경기 파주시 금릉역로 186, 1층 (금촌동)",파주시,126.7661348,37.76076834,5000004,까스활명수큐액 75ML(50),K101,120,240,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-77,1045425,종로태평양약국,서울,서울 강북구 미아동 53-1,강북구,127.0342316,37.61358614,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-2,1046486,광장온누리약국,경기,"경기 의정부시 용민로 493 (민락동) 102호 (민락동,엘스퀘어)",의정부,127.1185802,37.75001583,5000004,까스활명수큐액 75ML(50),K101,120,240,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-8,1046583,남양주마트약국,경기,"경기 남양주시 늘을2로 27 (호평동, E-MART1층)",남양주,127.2430528,37.65504683,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-268,1047467,뉴지명약국,서울,"서울 도봉구 덕릉로 236, 1층(창동)",도봉구,127.0385106,37.63874522,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-247,1047468,연세현약국,서울,"서울 노원구 한글비석로 436-1, 1층 전체(지하전체)(상계동)",노원구,127.0690648,37.66295532,5000070,비타천플러스 100ML,K081,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-54,1047712,강북메디칼약국,서울,서울 강북구 도봉로 190 (미아동),강북구,127.0270037,37.62590424,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-54,1047712,강북메디칼약국,서울,서울 강북구 도봉로 190 (미아동),강북구,127.0270037,37.62590424,5000070,비타천플러스 100ML,K081,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-614,1048950,종로백세약국,서울,"서울 종로구 종로 221 (종로5가, 효제빌딩1층)",종로구,127.0022869,37.57126593,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,포천-12,1050495,프라자약국,경기,경기 포천시 일동면 기산리 83-125,포천시,127.3183308,37.95824529,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-617,1050732,종오약국,서울,서울 종로구 종로 205 (종로5가),종로구,127.000552,37.57119731,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-617,1050732,종오약국,서울,서울 종로구 종로 205 (종로5가),종로구,127.000552,37.57119731,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-285,1050816,삼보약국,서울,서울 동대문구 전농로 24 (답십리동),동대문,127.0569849,37.56694467,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-78,1052384,중앙약국,서울,서울 강북구 오현로 181(번동 1층),강북구,127.0388041,37.62720562,5000039,부채표쌍화천 100ML,K137,100,300,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-431,1052552,나약국,서울,서울 성북구 장위로 15길 1,성북구,127.0412622,37.61436659,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-433,1052741,뉴대원약국,서울,"서울 성북구 화랑로 248,101(석관동, 장위뉴타워 제1층)",성북구,127.056905,37.61040277,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-68,1053243,신통일약국,서울,서울 강북구 번동 412-13,강북구,127.0311229,37.63620415,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-31,1053381,큰길약국,경기,경기 의정부시 흥선로 137(의정부동),의정부,127.0424445,37.74170687,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-19,1054043,세계로약국,경기,"경기 의정부시 신흥로 81, 105호(호원동,쌍용스윗닷홈)",의정부,127.0433704,37.72318375,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-19,1054043,세계로약국,경기,"경기 의정부시 신흥로 81, 105호(호원동,쌍용스윗닷홈)",의정부,127.0433704,37.72318375,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-47,1054719,진주약국,경기,"경기 남양주시 오남읍 진건오남로 629-1, 143호(진주상가)",남양주,127.2117286,37.68927033,5001796,부채표가을생강쌍화 100ml,K046,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-282,1055144,늘좋은약국,서울,"서울 동대문구 천호대로 319,1층 102호(답십리동,답십리한화오크벨리스크)",동대문,127.0560696,37.56481675,5000039,부채표쌍화천 100ML,K137,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-276,1055271,하나로약국,서울,"서울 도봉구 마들로 11길 20 1층(창동,농협창동유통센타)",도봉구,127.0529701,37.65535124,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-236,1055810,라라약국,서울,"서울 노원구 동일로203가길 29, 271, 272호(중계동,브라운스톤중계)",노원구,127.0642845,37.63987705,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-229,1056085,구름약국,서울,"서울 노원구 섬밭로 156, 1층 101호(공릉동,공릉아파트2단지상가)",노원구,127.0683859,37.63050468,5002890,헬민리버스 100ML,K004,50,20,0,20,Y,고려택배,X,0
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-5,1056821,금화약국,경기,"경기 의정부시 범골로 128, 1층 1호(의정부동)",의정부,127.0396446,37.73553273,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,의정부-5,1056821,금화약국,경기,"경기 의정부시 범골로 128, 1층 1호(의정부동)",의정부,127.0396446,37.73553273,5000012,부채표쌍화탕 100ML,K044,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-13,1057084,도농백세약국,경기,"경기 남양주시 도농로 29,105호(다산동)",남양주,127.1568114,37.60842635,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-32,1057536,오남약국,경기,경기 남양주시 오남읍 진건오남로 512(롯데슈퍼 내),남양주,127.2100177,37.67962455,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,포천-1,1057585,365우리약국,경기,경기 포천시 일동면 화동로 1056,포천시,127.3178491,37.95748109,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-438,1058250,백화점약국,서울,서울 성북구 돌곶이로 61 (석관동),성북구,127.0585117,37.60916494,5000012,부채표쌍화탕 100ML,K044,100,300,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-438,1058250,백화점약국,서울,서울 성북구 돌곶이로 61 (석관동),성북구,127.0585117,37.60916494,5000039,부채표쌍화천 100ML,K137,100,500,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-33,1058771,오남중앙약국,경기,경기 남양주시 오남읍 진건오남로 793 (양지리) 105호,남양주,127.2031819,37.69746118,5001796,부채표가을생강쌍화 100ml,K046,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,남양주-27,1058772,별내온누리약국,경기,"경기 남양주시 별내중앙로 54 (별내동, 예스프라자프론티어) 106호",남양주,127.1238684,37.64731531,5000004,까스활명수큐액 75ML(50),K101,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-613,1058836,유한약국,서울,서울 종로구 종로 230-2 (종로5가),종로구,127.0033958,37.57077846,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TC,서울-52,1059586,튼튼약국,서울,"서울 강동구 아리수로93나길 50 (강일동, MK프라자)",강동구,127.1744952,37.5720953,5000070,비타천플러스 100ML,K081,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,인천-176,1001109,신연수약국,인천,인천 연수구 연수동 532 대림1차 아파트상가 105,연수구,126.6948424,37.42078311,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,인천-176,1001109,신연수약국,인천,인천 연수구 연수동 532 대림1차 아파트상가 105,연수구,126.6948424,37.42078311,5000012,부채표쌍화탕 100ML,K044,100,300,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,서울-93,1001766,녹십자약국,서울,서울 강서구 등촌1동  654-7,강서구,126.8571539,37.55578039,5000012,부채표쌍화탕 100ML,K044,100,1000,10,0,Y,고려택배,X,0.27
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,서울-93,1001766,녹십자약국,서울,서울 강서구 등촌1동  654-7,강서구,126.8571539,37.55578039,5001368,활명수 75ML,J002,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,인천-132,1003323,한아름온누리약국,인천,인천 부평구 청천2동 176 대우아파트2차상가 101,부평구,126.7080323,37.51424397,5000012,부채표쌍화탕 100ML,K044,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,인천-51,1006879,구월메디칼약국,인천,인천 남동구 구월동 1141-5 2층,남동구,126.7067906,37.45231703,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,부천-17,1007995,바른손약국,경기,경기 부천시 소사구 괴안동 130,부천시,126.795224,37.48630642,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,인천-144,1009040,늘건강온누리약국,인천,"인천 서구 승학로 490, 105 (검암동, 고산프라자)",서구 ,126.6742575,37.56503138,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,인천-117,1009591,새은혜약국,인천,인천 부평구 부평4동 442-7 1층,부평구,126.7236275,37.49876521,5000039,부채표쌍화천 100ML,K137,100,200,2,0,Y,고려택배,X,0.054
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,부천-38,1010089,엄마약국,경기,경기 부천시 소사구 괴안동 109-20,부천시,126.795224,37.48630642,5000004,까스활명수큐액 75ML(50),K101,120,600,5,0,Y,고려택배,X,0.135
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,인천-146,1011231,당하백화점약국,인천,인천 서구 당하동 당하지구40블럭7 롯데강남프라자빌딩106-107,서구 ,126.6669435,37.60808049,5001368,활명수 75ML,J002,120,120,1,0,Y,고려택배,X,0.027
AVG1,2021-01-15,2021-01-15,21.1.15,2021.1.15,1월2주,2,금,1월,TD,시흥-19,1011842,스마트약국,경기,"경기 시흥시 능곡번영길 22, 1층 116호(능곡동, 더나은프라자)",시흥시,126.8078715,37.36986741,5000004,까스활명수큐액 75ML(50),K101,120,360,3,0,Y,고려택배,X,0.081
